"loan_amnt","title","int_rate","term","loan_status","emp_length","home_ownership","annual_inc","dti","pub_rec","mo_sin_old_rev_tl_op","mo_sin_old_il_acct","total_acc","open_acc","mort_acc","delinq_2yrs","inq_last_12m","all_util","revol_util","revol_bal","tot_cur_bal","total_bal_ex_mort","grade"
10400,"Credit card refinancing",0.0640692790734116," 36 months","Current","3 years","RENT",50000,5.37,0,123,168,20,14,0,0,0,20,0.149,6618,10318,10318,"A"
20000,"Credit card refinancing",0.153627310572471," 36 months","Current","< 1 year","RENT",127000,25.29,0,88,98,23,17,0,1,2,33,0.042,972,96006,96006,"C"
7000,"Debt consolidation",0.129603204091499," 36 months","Current","9+ years","MORTGAGE",58000,5.57,0,46,0,4,4,0,0,1,64,0.638,4847,4847,4847,"B"
15000,"Major purchase",0.212253058320587," 36 months","Current","6 years","MORTGAGE",135000,27.69,0,197,184,35,17,6,0,4,66,0.78,51648,246011,89128,"D"
5200,"Debt consolidation",0.129978303888184," 36 months","Current","6 years","RENT",45000,15.49,0,63,48,9,5,0,3,3,38,0.558,2454,11711,11711,"B"
23000,"Credit card refinancing",0.130063736132416," 60 months","Current","3 years","MORTGAGE",48000,17.1,0,101,51,8,5,0,0,2,85,0.846,24019,24019,24019,"B"
6000,"Credit card refinancing",0.072281140351342," 36 months","Current","9+ years","RENT",60000,9.38,0,77,66,8,6,0,0,1,60,0.148,2877,26554,26554,"A"
5000,"Debt consolidation",0.13919683230496," 36 months","Current","3 years","MORTGAGE",39000,26.18,0,146,175,22,13,1,0,5,71,0.403,6535,169694,34977,"C"
15000,"Debt consolidation",0.137160222076485," 36 months","Current","< 1 year","RENT",34800,17.79,0,60,23,8,7,0,0,0,58,0.413,4709,13815,13815,"C"
17000,"Debt consolidation",0.114853924829769," 60 months","Current","8 years","MORTGAGE",58400,15.64,0,82,98,27,16,2,0,7,46,0.301,13078,271722,30140,"B"
15000,"Major purchase",0.183429482381605," 36 months","Current","< 1 year","MORTGAGE",165000,7.06,0,131,66,9,6,0,0,0,42,0.423,21594,21594,21594,"D"
8000,"Home improvement",0.0778264159258921," 36 months","Current","2 years","OWN",60000,23.38,0,52,68,14,11,0,0,0,53,0.025,394,28247,28247,"A"
20000,"Credit card refinancing",0.114831639251695," 36 months","Current","2 years","RENT",140000,28.69,0,137,144,44,14,0,0,2,58,0.434,21823,146056,146056,"B"
5600,"Home improvement",0.068488107448956," 36 months","Current","1 year","MORTGAGE",45000,8.8,0,153,86,29,13,4,0,1,21,0.115,7323,206302,16014,"A"
16000,"Debt consolidation",0.180096316499799," 36 months","Current","9+ years","OWN",58000,16.04,0,115,163,16,12,0,0,0,45,0.34,6401,15014,15014,"D"
4000,"Home improvement",0.0931903883379651," 36 months","Current","9+ years","MORTGAGE",76400,39.68,0,178,173,28,18,4,0,0,50,0.31,11388,310395,106529,"A"
4000,"Credit card refinancing",0.0820941979443654," 36 months","Current","2 years","RENT",336000,1.84,1,56,162,9,6,0,0,0,43,0.011,126,11390,11390,"A"
10000,"Home improvement",0.102169398918701," 36 months","Current","9+ years","MORTGAGE",1e+05,25.02,0,185,168,37,17,2,0,2,59,0.559,18448,387652,102971,"B"
10000,"Debt consolidation",0.0867176056277472," 36 months","Current","9+ years","MORTGAGE",140000,14.25,1,79,238,29,15,1,0,7,28,0.202,6168,252862,84060,"A"
5000,"Credit card refinancing",0.200057189590693," 36 months","Current","9+ years","MORTGAGE",125000,25.93,0,293,154,35,20,3,0,6,78,0.745,67176,304642,143725,"D"
19000,"Debt consolidation",0.0822539223811822," 60 months","Current","7 years","MORTGAGE",270000,12.66,0,147,34,23,15,1,0,0,65,0.728,87087,478377,129926,"A"
6025,"Other",0.192186518192035," 36 months","Current","6 years","MORTGAGE",90000,14.72,0,146,145,12,6,2,1,0,87,0.958,13224,244013,41293,"D"
12000,"Credit card refinancing",0.0689872027883772," 36 months","Current","1 year","MORTGAGE",180000,5.57,0,182,157,52,11,6,1,2,65,0.472,25093,608720,74916,"A"
7500,"Debt consolidation",0.14893538436403," 36 months","Current","5 years","RENT",85500,16.8,0,249,121,30,13,0,0,5,41,0.21,5080,46578,46578,"C"
26000,"Debt consolidation",0.116384349475754," 36 months","Current","1 year","RENT",80000,19.5,0,64,47,9,8,0,0,1,49,0.254,13240,46343,46343,"B"
18000,"Debt consolidation",0.0882049254994141," 36 months","Current","9+ years","MORTGAGE",158000,7.08,0,159,126,14,11,1,0,1,37,0.363,17596,220994,25815,"A"
12000,"Credit card refinancing",0.204273673477629," 60 months","Current","3 years","MORTGAGE",62000,9.5,0,272,182,62,25,2,2,7,23,0.098,5200,327102,87153,"D"
15500,"Credit card refinancing",0.0707097245159559," 36 months","Current","2 years","OWN",84000,17.1,0,414,128,9,5,0,0,0,20,0.272,15837,16674,16674,"A"
20000,"Debt consolidation",0.107526210102648," 36 months","Current","3 years","MORTGAGE",130000,14.83,0,268,163,21,11,2,2,0,28,0.379,18636,165716,23233,"B"
15000,"Credit card refinancing",0.101495070951711," 36 months","Current","9+ years","RENT",32220,15.87,0,389,0,14,7,0,0,0,57,0.569,14002,14002,14002,"B"
10000,"Credit card refinancing",0.0888340392209589," 36 months","Current","3 years","MORTGAGE",250000,5.16,0,166,141,11,5,3,0,0,69,0.607,23061,213045,42519,"A"
10000,"Debt consolidation",0.115766551884264," 36 months","Current","9+ years","RENT",70373.88,19.09,0,234,122,18,5,2,0,4,87,0.936,5239,48935,48935,"B"
25000,"Debt consolidation",0.0688733793973457," 36 months","Current","3 years","RENT",85000,10.89,0,205,82,11,10,0,0,2,49,0.491,24075,128890,128890,"A"
16000,"Home improvement",0.172150862511038," 60 months","Current","9+ years","MORTGAGE",155000,16.6,0,404,148,41,15,7,1,4,65,0.698,28351,223573,64509,"C"
10000,"Credit card refinancing",0.0912714730228996," 36 months","Current","< 1 year","RENT",45000,23.31,0,443,153,9,4,0,0,0,55,0.553,4311,23868,23868,"A"
21500,"Debt consolidation",0.132328455746826," 36 months","Current","9+ years","MORTGAGE",98600,30.22,0,188,146,35,15,8,0,2,68,0.472,20091,356829,68979,"B"
40000,"Debt consolidation",0.0618515838077525," 36 months","Current","5 years","MORTGAGE",115000,26.39,0,518,170,33,13,6,0,5,88,0.882,79566,306677,120736,"A"
3900,"Debt consolidation",0.249016893003997," 36 months","Current","2 years","OWN",95000,4.56,0,226,207,15,12,0,5,9,66,0.387,2906,12620,12620,"E"
10000,"Credit card refinancing",0.117937528440636," 36 months","Current","3 years","RENT",27000,4.58,0,49,0,5,5,0,0,0,9,0.092,2942,2942,2942,"B"
12050,"Debt consolidation",0.245834809678071," 36 months","Current","9+ years","RENT",82500,24.29,0,84,125,17,9,0,0,0,62,0.95,16530,40113,40113,"E"
12000,"Debt consolidation",0.112918498474779," 36 months","Current","7 years","RENT",80000,8.19,0,150,137,20,8,1,0,0,61,0.516,11503,22129,22129,"B"
25000,"Debt consolidation",0.18483554165978," 60 months","Current","6 years","MORTGAGE",69000,18.63,0,142,133,23,10,2,0,0,60,0.651,16007,32092,32092,"D"
40000,"Debt consolidation",0.0673470177760348," 60 months","Current","< 1 year","RENT",180000,15.89,0,299,160,19,12,1,0,0,82,0.82,72487,72487,72487,"A"
1800,"Vacation",0.180567788701551," 36 months","Current","9+ years","RENT",95000,28.99,0,240,135,12,9,0,0,0,59,0.787,36183,53635,53635,"D"
6000,"Credit card refinancing",0.0760041781078558," 36 months","Current","2 years","RENT",32000,18.98,0,40,36,8,6,0,0,3,60,0.314,5300,26232,26232,"A"
5000,"Credit card refinancing",0.0900050729454029," 36 months","Current","7 years","RENT",140000,13.78,0,100,78,13,7,1,0,1,49,0.56,6722,36373,36373,"A"
40000,"Credit card refinancing",0.128011445312714," 60 months","Current","2 years","RENT",120000,25.99,0,342,134,30,14,2,1,0,66,0.801,68624,97395,97395,"B"
5750,"Debt consolidation",0.0825807523571188," 36 months","Current","9+ years","OWN",71058,11.03,0,182,176,12,5,0,0,1,71,0.69,5177,28612,28612,"A"
12000,"Debt consolidation",0.0694985848651733," 36 months","Current","9+ years","RENT",24000,19.8,0,289,148,25,13,0,0,0,27,0.27,21776,21776,21776,"A"
12000,"Credit card refinancing",0.107248550420441," 36 months","Current","3 years","RENT",77000,10.47,0,41,30,10,9,0,0,1,41,0.39,17461,24695,24695,"B"
7000,"Home improvement",0.171290010140883," 36 months","Current","9+ years","MORTGAGE",54000,34.64,0,92,81,36,27,1,0,1,64,0.552,34319,82759,58628,"C"
20000,"Other",0.154163788323686," 36 months","Current","9+ years","RENT",340000,5.77,0,124,159,20,11,1,0,1,72,0.699,39816,321310,78753,"C"
8000,"Business",0.112267890198319," 36 months","Current","8 years","MORTGAGE",68500,24.33,0,147,223,36,15,3,0,4,56,0.249,8020,105406,64106,"B"
21000,"Credit card refinancing",0.170904875176284," 60 months","Current","9+ years","MORTGAGE",88000,16.87,0,162,117,48,15,4,1,1,54,0.459,25344,166922,47646,"C"
32000,"Debt consolidation",0.136499252170697," 60 months","Current","9+ years","MORTGAGE",66613.5,29.69,0,151,75,25,18,2,0,1,55,0.516,41705,180087,66688,"C"
35000,"Debt consolidation",0.153974097518879," 36 months","Current","9+ years","MORTGAGE",150000,23.78,0,173,127,34,17,2,1,0,68,0.701,24456,180649,71273,"C"
16000,"Debt consolidation",0.153062895590952," 36 months","Current","< 1 year","MORTGAGE",47000,33.2,0,93,99,23,5,1,0,2,41,0.41,1460,180271,39396,"C"
15000,"Credit card refinancing",0.145041841618647," 60 months","Current","3 years","OWN",99000,20.85,0,150,13,15,11,0,0,5,54,0.298,12467,100200,100200,"C"
18250,"Other",0.181452451141016," 60 months","Current","9+ years","MORTGAGE",70000,14.76,0,164,133,9,5,1,0,1,54,0.354,6364,325950,20446,"D"
6000,"Debt consolidation",0.105467480334849," 36 months","Current","9+ years","RENT",69000,25.43,0,155,179,14,10,0,0,1,59,0.346,13577,57813,57813,"B"
40000,"Debt consolidation",0.0898991197544616," 36 months","Current","< 1 year","MORTGAGE",120000,30.67,0,207,161,42,11,6,1,3,52,0.651,44266,378391,98826,"A"
35000,"Debt consolidation",0.268102621769905," 60 months","Current","9+ years","MORTGAGE",140000,7.29,0,197,120,19,10,1,2,0,74,0.74,15730,185911,30360,"E"
5000,"Debt consolidation",0.0892900106053799," 36 months","Current","9+ years","MORTGAGE",60000,11.2,1,198,45,9,7,1,0,3,58,0.095,1390,221732,25064,"A"
10000,"Debt consolidation",0.0715883958295919," 36 months","Current","9+ years","MORTGAGE",85000,3.16,0,294,122,18,7,2,0,1,17,0.115,3428,123509,6519,"A"
28000,"Debt consolidation",0.123469482352375," 60 months","Current","1 year","MORTGAGE",108000,16.58,0,250,214,32,12,1,0,1,44,0.215,19236,168760,61460,"B"
16000,"Other",0.154961219055275," 60 months","Current","2 years","RENT",35000,33.06,0,130,58,14,11,0,0,0,37,0.459,15254,22272,22272,"C"
32000,"Debt consolidation",0.114079038892779," 36 months","Current","9+ years","MORTGAGE",134000,13.03,0,177,199,19,11,5,0,4,71,0.795,14791,344757,72205,"B"
6000,"Moving and relocation",0.0794183184241643," 36 months","Current","9+ years","RENT",70000,15.48,0,152,74,16,11,0,0,0,67,0.593,13281,39995,39995,"A"
5000,"Other",0.173213270226517," 36 months","Current","< 1 year","MORTGAGE",35000,13.2,0,224,121,19,6,2,1,1,62,0.468,1263,227874,11424,"C"
35000,"Debt consolidation",0.235464266007533," 60 months","Current","3 years","MORTGAGE",80000,23.01,0,78,57,10,8,2,0,1,80,0.834,25179,261608,61425,"E"
30000,"Home improvement",0.180320642192662," 60 months","Current","1 year","MORTGAGE",77000,7.75,0,126,128,59,5,3,0,3,42,0.434,2257,256702,8826,"D"
4000,"Home improvement",0.174591163714672," 36 months","Current","1 year","MORTGAGE",85000,2.78,0,230,84,25,10,2,1,1,91,0.145,945,214853,35596,"C"
20000,"Credit card refinancing",0.0652274678630289," 36 months","Current","5 years","MORTGAGE",160000,12.91,1,98,119,66,32,4,0,5,52,0.328,28921,391202,74382,"A"
24000,"Debt consolidation",0.166222395768831," 60 months","Current","6 years","RENT",85000,27.69,0,139,118,24,16,0,2,1,39,0.39,11556,46704,46704,"C"
14000,"Credit card refinancing",0.0917405901259277," 36 months","Current","3 years","OWN",40000,30.63,0,175,125,13,10,0,0,0,40,0.227,8053,30014,30014,"A"
10000,"Credit card refinancing",0.170597450331575," 36 months","Current","< 1 year","RENT",175000,13.06,0,241,17,33,25,0,0,0,78,0.773,45347,57574,57574,"C"
4000,"Debt consolidation",0.0871686477056006," 36 months","Current","9+ years","RENT",85000,35.87,0,166,224,36,14,0,1,3,62,0.038,999,176107,176107,"A"
7200,"Debt consolidation",0.0903947303428082," 36 months","Current","9+ years","MORTGAGE",80000,28.64,0,355,149,28,11,4,0,1,65,0.469,9893,149268,70169,"A"
32000,"Debt consolidation",0.153527387463534," 60 months","Current","2 years","MORTGAGE",135000,7.4,0,194,16,17,3,0,1,0,87,0.994,9046,31840,31840,"C"
6000,"Credit card refinancing",0.11222391467439," 36 months","Current","1 year","OWN",52000,28.5,0,40,53,12,6,0,0,4,63,0.164,3765,44552,44552,"B"
22000,"Credit card refinancing",0.150110292351269," 60 months","Current","1 year","MORTGAGE",120000,21.17,0,235,149,34,18,4,1,2,63,0.333,24457,228247,107104,"C"
24225,"Debt consolidation",0.165963889332581," 60 months","Current","8 years","MORTGAGE",72500,27.91,0,141,253,23,15,2,0,0,60,0.616,22489,290323,68828,"C"
15000,"Credit card refinancing",0.0900205772522837," 36 months","Current","9+ years","MORTGAGE",85000,27.39,0,168,122,44,28,3,0,1,41,0.294,27435,183471,69000,"A"
10000,"Credit card refinancing",0.0790169313227292," 36 months","Current","9+ years","MORTGAGE",61000,8.44,0,279,15,17,7,2,0,1,44,0.397,9135,170344,12344,"A"
15000,"Credit card refinancing",0.148328307986888," 36 months","Current","3 years","RENT",30000,18.76,0,48,39,10,10,0,0,4,36,0.297,4250,8788,8788,"C"
36000,"Business",0.108704409826617," 60 months","Current","4 years","MORTGAGE",89700,9.44,0,136,148,24,15,2,0,1,52,0.395,11453,212536,32838,"B"
16000,"Home improvement",0.131266920477571," 60 months","Current","3 years","MORTGAGE",68000,17.88,0,195,168,52,26,6,0,1,23,0.097,10638,295197,30154,"B"
25000,"Business",0.0759980981938075," 36 months","Current","< 1 year","MORTGAGE",240000,3.99,0,151,97,27,18,1,0,5,20,0.142,13228,171172,24528,"A"
15000,"Credit card refinancing",0.0653815076928819," 36 months","Current","1 year","MORTGAGE",78000,11.51,0,213,165,27,15,1,0,3,35,0.254,12487,238497,29947,"A"
6200,"Debt consolidation",0.210800338500389," 36 months","Current","1 year","MORTGAGE",26000,7.16,0,201,50,10,4,1,3,2,85,0.851,3998,150375,3998,"D"
18000,"Debt consolidation",0.123013996921945," 60 months","Current","9+ years","MORTGAGE",48000,30.83,0,168,350,21,9,0,0,2,48,0.096,3407,40590,40590,"B"
20000,"Debt consolidation",0.0870026794525096," 60 months","Current","3 years","MORTGAGE",150000,9.95,0,120,76,27,16,2,0,7,39,0.213,25485,282109,62130,"A"
15000,"Debt consolidation",0.106305805526394," 36 months","Current","9+ years","MORTGAGE",81000,26.15,0,295,127,20,11,2,0,0,53,0.447,22097,142696,49180,"B"
15000,"Major purchase",0.155056967737433," 36 months","Current","2 years","OWN",38100,16.72,0,258,131,12,6,1,0,2,45,0.259,4800,12827,12827,"C"
15000,"Credit card refinancing",0.107212304600445," 36 months","Current","9+ years","RENT",85000,9.32,0,216,0,16,9,0,0,2,47,0.499,18431,21696,21696,"B"
15000,"Debt consolidation",0.193903902008524," 60 months","Current","9+ years","RENT",45000,20.32,1,163,104,39,19,0,0,0,57,0.431,14360,26991,26991,"D"
4000,"Debt consolidation",0.0873248187980847," 36 months","Current","5 years","MORTGAGE",165000,8.69,0,137,181,53,17,0,1,10,41,0.176,6564,112197,112197,"A"
18000,"Debt consolidation",0.0865402410263428," 36 months","Current","5 years","MORTGAGE",90000,10.47,1,271,61,15,10,1,0,1,41,0.304,9991,210972,25488,"A"
10000,"Credit card refinancing",0.0662460315471049," 36 months","Current","9+ years","RENT",41000,21.6,1,246,122,23,19,0,0,0,76,0.521,11938,34270,34270,"A"
10000,"Home improvement",0.192694875669759," 60 months","Current","5 years","MORTGAGE",38000,8.02,0,49,58,9,4,2,0,1,56,0.343,2435,7265,7265,"D"
10000,"Debt consolidation",0.170503132785927," 36 months","Current","9+ years","OWN",54000,2.47,0,142,123,21,8,0,0,4,99,0.449,2966,36174,36174,"C"
10000,"Debt consolidation",0.2011242292532," 36 months","Current","2 years","MORTGAGE",98000,10.29,0,297,85,29,15,3,4,3,44,0.304,20672,501885,124455,"D"
6000,"Credit card refinancing",0.0799412596733542," 36 months","Current","9+ years","MORTGAGE",154000,3.75,0,226,0,20,18,0,0,2,31,0.309,12428,12428,12428,"A"
10000,"Debt consolidation",0.193903337185597," 36 months","Current","< 1 year","MORTGAGE",125000,11.87,1,84,172,13,6,0,0,4,45,0.361,7151,21626,21626,"D"
20000,"Debt consolidation",0.169195268845442," 36 months","Current","4 years","RENT",120000,22.74,0,115,36,25,23,0,0,5,49,0.249,16217,60399,60399,"C"
6500,"Debt consolidation",0.109172177728312," 36 months","Current","9+ years","MORTGAGE",120000,20.04,0,90,175,25,13,2,0,4,55,0.76,18839,435424,62392,"B"
6000,"Debt consolidation",0.107648032814218," 36 months","Current","< 1 year","OWN",60000,14.54,0,66,25,13,8,0,0,1,51,0.581,13247,17747,17747,"B"
3500,"Debt consolidation",0.149659258731571," 36 months","Current","9+ years","MORTGAGE",70000,13.08,0,336,63,22,13,4,1,1,50,0.508,15811,154904,19373,"C"
20000,"Credit card refinancing",0.0892500723848585," 36 months","Current","9+ years","RENT",128000,21.62,0,142,99,35,15,0,0,0,63,0.626,33237,107618,107618,"A"
15000,"Credit card refinancing",0.105355403492763," 60 months","Current","3 years","RENT",21600,9.61,0,53,0,4,4,0,0,1,39,0.388,10514,10514,10514,"B"
18000,"Debt consolidation",0.075809613436833," 36 months","Current","9+ years","RENT",120000,14.42,0,197,45,31,21,0,0,3,54,0.075,5682,88335,88335,"A"
9100,"Debt consolidation",0.267774383228761," 36 months","Current","3 years","MORTGAGE",1e+05,17.11,0,48,118,11,7,1,0,8,87,0.561,5165,216660,60988,"E"
12000,"Credit card refinancing",0.062808961697761," 36 months","Current","9+ years","MORTGAGE",92000,8.7,0,173,98,34,8,7,0,0,43,0.398,12983,290516,17986,"A"
24000,"Credit card refinancing",0.151153896888532," 36 months","Current","< 1 year","MORTGAGE",102000,6.35,0,187,0,9,7,1,0,3,80,0.802,17172,17172,17172,"C"
12000,"Credit card refinancing",0.0841680652894778," 36 months","Current","9+ years","MORTGAGE",250000,15.47,0,89,92,21,14,2,0,0,44,0.453,52573,456150,73208,"A"
12000,"Debt consolidation",0.0844397753362777," 60 months","Current","9+ years","OWN",50000,8.76,0,136,231,14,6,0,0,1,54,0.465,11121,16569,16569,"A"
15000,"Debt consolidation",0.202616725258459," 60 months","Current","9+ years","RENT",160000,26.44,0,322,162,32,21,1,1,1,50,0.461,40314,115437,115437,"D"
10000,"Debt consolidation",0.193992107925564," 36 months","Current","9+ years","OWN",50000,35.43,0,46,122,15,8,0,0,0,55,0.541,12015,62731,62731,"D"
21800,"Debt consolidation",0.131718356368667," 36 months","Current","2 years","RENT",115000,14.09,0,90,234,35,10,0,0,0,61,0.943,13963,108130,108130,"B"
28000,"Credit card refinancing",0.0834865695910761," 60 months","Current","9+ years","RENT",110000,16.99,0,93,105,20,8,1,0,0,63,0.635,33842,54174,54174,"A"
20000,"Home buying",0.166442729859124," 60 months","Current","4 years","OWN",150000,10.3,0,62,258,15,10,0,1,9,49,0.409,13307,50166,50166,"C"
35000,"Debt consolidation",0.191809156804788," 60 months","Current","< 1 year","RENT",73000,26.2,0,215,148,12,7,0,0,0,67,0.861,30652,46543,46543,"D"
36000,"Debt consolidation",0.147494165194151," 60 months","Current","9+ years","MORTGAGE",297000,21.89,0,374,159,35,17,1,0,0,73,0.87,41067,378582,204150,"C"
22500,"Debt consolidation",0.131706207161606," 60 months","Current","< 1 year","RENT",41600,24.93,0,149,153,16,4,0,0,2,51,0.521,14432,50258,50258,"B"
9000,"Debt consolidation",0.109361992306705," 36 months","Late","< 1 year","RENT",50000,6.82,0,81,0,9,7,0,0,1,42,0.415,14570,14570,14570,"B"
